original_text,perturbed_text,original_output,perturbed_output,ground_truth_output
has [[little]] on its mind aside from scoring points with drag gags .,has [[slightly]] on its mind aside from scoring points with drag gags .,0,1,0
"britney has been [[delivered]] to the [[big]] [[screen]] safe and sound , the [[way]] we like our 20-year-old superstar girls to travel on the fame freeway .","britney has been [[consigned]] to the [[gargantuan]] [[sieve]] safe and sound , the [[itineraries]] we like our 20-year-old superstar girls to travel on the fame freeway .",1,0,1
an [[enchanting]] [[spectacular]] for potter fans anxious to ride the [[hogwarts]] express toward a new [[year]] of [[magic]] and mischief .,an [[jolie]] [[striking]] for potter fans anxious to ride the [[voldemort]] express toward a new [[yr]] of [[sorcerer]] and mischief .,1,0,1
a real [[clunker]] .,a real [[jalopy]] .,0,1,0
the film seems a [[dead]] [[weight]] .,the film seems a [[assassinated]] [[weighty]] .,0,1,0
the voices are [[fine]] as [[well]] .,the voices are [[ok]] as [[so]] .,1,0,1
"it 's a [[nicely]] [[detailed]] world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests .","it 's a [[reverently]] [[prudence]] world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests .",1,0,1
an [[awkward]] and indigestible movie .,an [[challenging]] and indigestible movie .,0,1,0
"it [[turns]] out to be a [[cut]] above the [[norm]] , thanks to some [[clever]] [[writing]] and sprightly acting .","it [[turned]] out to be a [[slitting]] above the [[standardized]] , thanks to some [[sane]] [[writer]] and sprightly acting .",1,0,1
"showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the [[movie]] will be [[funny]] '' syndrome .","showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the [[cinema]] will be [[hilarious]] '' syndrome .",0,1,0
a frisky and fresh romantic [[comedy]] exporing sexual politics and the challenges of friendships between women .,a frisky and fresh romantic [[travesty]] exporing sexual politics and the challenges of friendships between women .,1,0,1
but the characters tend to be [[cliches]] whose lives are never fully explored .,but the characters tend to be [[poems]] whose lives are never fully explored .,0,1,0
the film [[equivalent]] of a toy chest whose contents get scattered over the course of 80 minutes .,the film [[analogue]] of a toy chest whose contents get scattered over the course of 80 minutes .,0,1,0
"as your [[relatives]] swap one mundane story after another , you begin to wonder if they are ever [[going]] to depart .","as your [[forebears]] swap one mundane story after another , you begin to wonder if they are ever [[left]] to depart .",0,1,0
her film is unrelentingly [[claustrophobic]] and [[unpleasant]] .,her film is unrelentingly [[suspenseful]] and [[naughty]] .,0,1,0
go [[see]] it and [[enjoy]] .,go [[visualise]] it and [[iike]] .,1,0,1
"chicago is [[sophisticated]] , brash , sardonic , [[completely]] [[joyful]] in its [[execution]] .","chicago is [[tortuous]] , brash , sardonic , [[outright]] [[happiest]] in its [[conduct]] .",1,0,1
[[obstacles]] are too [[easily]] [[overcome]] and there is n't [[much]] in the [[way]] of [[character]] development in the [[script]] .,[[hurdle]] are too [[softly]] [[outshine]] and there is n't [[many]] in the [[road]] of [[characters]] development in the [[scripts]] .,0,1,0
"the cold and dreary weather is a perfect metaphor for the movie itself , which contains [[few]] laughs and not much drama .","the cold and dreary weather is a perfect metaphor for the movie itself , which contains [[slight]] laughs and not much drama .",0,1,0
a hysterical yet [[humorless]] disquisition on the thin line between sucking face and literally sucking face .,a hysterical yet [[cantankerous]] disquisition on the thin line between sucking face and literally sucking face .,0,1,0
"pryor lite , with half the demons , half the daring , much less talent , many [[fewer]] laughs .","pryor lite , with half the demons , half the daring , much less talent , many [[slightest]] laughs .",0,1,0
"this is a [[terrific]] character [[study]] , a probe into the life of a complex man .","this is a [[grandiose]] character [[examination]] , a probe into the life of a complex man .",1,0,1
"on its [[own]] cinematic [[terms]] , it [[successfully]] [[showcases]] the [[passions]] of both the [[director]] and [[novelist]] byatt .","on its [[respective]] cinematic [[stipulation]] , it [[sufficiently]] [[exhibited]] the [[affections]] of both the [[headmistress]] and [[auteur]] byatt .",1,0,1
"a romantic comedy , yes , but one with characters who [[think]] and talk about their [[goals]] , and are working on [[hard]] decisions .","a romantic comedy , yes , but one with characters who [[believe]] and talk about their [[targets]] , and are working on [[burdensome]] decisions .",1,0,1
do n't let your festive spirit go this [[far]] .,do n't let your festive spirit go this [[very]] .,0,1,0
any [[film]] [[featuring]] [[young]] [[children]] threatened by a terrorist [[bomb]] can no [[longer]] [[pass]] as mere [[entertainment]] .,any [[theaters]] [[properties]] [[jong]] [[youth]] threatened by a terrorist [[shattering]] can no [[additionally]] [[adopts]] as mere [[leisure]] .,0,1,0
a [[historical]] [[epic]] with the [[courage]] of its [[convictions]] about both scope and detail .,a [[past]] [[myth]] with the [[audacity]] of its [[denounces]] about both scope and detail .,1,0,1
"[[eastwood]] is an icon of moviemaking , one of the best actors , [[directors]] and producers around , responsible for some [[excellent]] [[work]] .","[[reeves]] is an icon of moviemaking , one of the best actors , [[fuhrer]] and producers around , responsible for some [[unpaid]] [[cooperates]] .",1,0,1
a [[thinly]] veiled [[excuse]] for wilson to play his self-deprecating act against murphy 's well-honed prima [[donna]] shtick .,a [[rarely]] veiled [[forgave]] for wilson to play his self-deprecating act against murphy 's well-honed prima [[tena]] shtick .,0,1,0
an [[epic]] of [[grandeur]] and [[scale]] that 's been decades gone from the popcorn pushing sound stages of hollywood .,an [[mythical]] of [[size]] and [[chipping]] that 's been decades gone from the popcorn pushing sound stages of hollywood .,1,0,1
it [[will]] [[delight]] [[newcomers]] to the [[story]] and those who know it from bygone days .,it [[hope]] [[revelry]] [[comers]] to the [[stories]] and those who know it from bygone days .,1,0,1
"[[preposterous]] and [[tedious]] , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to [[make]] the [[film]] even a guilty pleasure .","[[fatuous]] and [[tedium]] , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to [[translate]] the [[teatro]] even a guilty pleasure .",0,1,0
the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the [[task]] of divining meaning .,the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the [[work]] of divining meaning .,0,1,0
"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and [[insights]] .","as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and [[delusions]] .",1,0,1
"k-19 may not hold a lot of water as a submarine epic , but it holds even [[less]] when it turns into an elegiacally soggy saving private ryanovich .","k-19 may not hold a lot of water as a submarine epic , but it holds even [[slightly]] when it turns into an elegiacally soggy saving private ryanovich .",0,1,0
do n't waste your [[money]] .,do n't waste your [[silver]] .,0,1,0
a [[wonderful]] character-based [[comedy]] .,a [[grandiose]] character-based [[travesty]] .,1,0,1
"[[dreary]] , highly [[annoying]] ... ` some body ' will [[appeal]] to no one .","[[tedious]] , highly [[unnerving]] ... ` some body ' will [[urge]] to no one .",0,1,0
"just when the [[movie]] [[seems]] confident enough to handle [[subtlety]] , it [[dives]] into [[soapy]] bathos .","just when the [[theaters]] [[arise]] confident enough to handle [[delicacy]] , it [[snorkeling]] into [[rinse]] bathos .",0,1,0
a carefully structured scream of consciousness that is tortured and [[unsettling]] -- but unquestionably alive .,a carefully structured scream of consciousness that is tortured and [[disappointing]] -- but unquestionably alive .,1,0,1
[[punish]] the vehicle to adore the star .,[[fines]] the vehicle to adore the star .,0,1,0
"reign of fire may be little more than another platter of reheated aliens , but it 's still pretty [[tasty]] .","reign of fire may be little more than another platter of reheated aliens , but it 's still pretty [[palatable]] .",1,0,1
"[[thoughtful]] , even stinging at times , and lots of [[fun]] .","[[wary]] , even stinging at times , and lots of [[distracting]] .",1,0,1
"it 's a humble effort , but spiced with [[wry]] [[humor]] and [[genuine]] pathos , especially between morgan and redgrave .","it 's a humble effort , but spiced with [[cynical]] [[travesty]] and [[veritable]] pathos , especially between morgan and redgrave .",1,0,1
"the [[movie]] feels like it 's going to be great , and it carries on feeling that [[way]] for a long time , but takeoff just never happens .","the [[cinema]] feels like it 's going to be great , and it carries on feeling that [[chemin]] for a long time , but takeoff just never happens .",0,1,0
"the [[editing]] is [[chaotic]] , the [[photography]] grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as [[wooden]] .","the [[editors]] is [[tumultuous]] , the [[photograph]] grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as [[muk]] .",0,1,0
an [[uneven]] but intriguing drama that is part homage and part remake of the [[italian]] masterpiece .,an [[undue]] but intriguing drama that is part homage and part remake of the [[sicily]] masterpiece .,1,0,1
with spy kids 2 : the island of lost dreams writer\/director\/producer robert rodriguez has cobbled together a film that [[feels]] like a sugar high gone [[awry]] .,with spy kids 2 : the island of lost dreams writer\/director\/producer robert rodriguez has cobbled together a film that [[feel]] like a sugar high gone [[mistakenly]] .,0,1,0
"i [[found]] it slow , [[drab]] , and bordering on [[melodramatic]] .","i [[founded]] it slow , [[razor]] , and bordering on [[romantic]] .",0,1,0
the stories here [[suffer]] from the chosen format .,the stories here [[endure]] from the chosen format .,0,1,0
-lrb- sen 's -rrb- [[soap]] opera-ish [[approach]] [[undermines]] his [[good]] [[intentions]] .,-lrb- sen 's -rrb- [[lotions]] opera-ish [[signifies]] [[hamper]] his [[exemplary]] [[motifs]] .,0,1,0
"... a cute and sometimes side-splittingly [[funny]] blend of legally blonde and drop dead gorgeous , starring piper perabo in what could [[be]] her [[breakthrough]] role .","... a cute and sometimes side-splittingly [[weird]] blend of legally blonde and drop dead gorgeous , starring piper perabo in what could [[either]] her [[breakdown]] role .",1,0,1
offers a [[breath]] of the fresh [[air]] of [[true]] sophistication .,offers a [[respirator]] of the fresh [[weather]] of [[actual]] sophistication .,1,0,1
a pro-fat farce that [[overcomes]] much of its excessive moral [[baggage]] thanks to two appealing lead performances .,a pro-fat farce that [[overtaken]] much of its excessive moral [[suitcases]] thanks to two appealing lead performances .,1,0,1
at the [[bottom]] rung of the series ' entries .,at the [[substantive]] rung of the series ' entries .,0,1,0
"whatever [[eyre]] 's failings as a dramatist , he [[deserves]] credit for bringing audiences into this hard and bitter place .","whatever [[northanger]] 's failings as a dramatist , he [[merited]] credit for bringing audiences into this hard and bitter place .",1,0,1
the spark of special anime [[magic]] here is [[unmistakable]] and hard to resist .,the spark of special anime [[hallucinogenic]] here is [[gross]] and hard to resist .,1,0,1
"despite apparent [[motives]] to the contrary , it ends up being , [[like]] -lrb- seinfeld 's -rrb- revered [[tv]] show , about pretty much nothing .","despite apparent [[motifs]] to the contrary , it ends up being , [[love]] -lrb- seinfeld 's -rrb- revered [[broadcasting]] show , about pretty much nothing .",0,1,0
"there is no entry portal in the [[rules]] of attraction , and i [[spent]] most of the [[movie]] [[feeling]] [[depressed]] by the [[shallow]] , selfish , [[greedy]] characters .","there is no entry portal in the [[dispositions]] of attraction , and i [[worn]] most of the [[cinematographers]] [[connotation]] [[crestfallen]] by the [[overt]] , selfish , [[impassioned]] characters .",0,1,0
the transporter is as lively and as [[fun]] as it is unapologetically dumb,the transporter is as lively and as [[distracting]] as it is unapologetically dumb,1,0,1
"mr. parker has [[brilliantly]] updated his [[source]] and grasped its essence , composing a sorrowful and [[hilarious]] tone poem about alienated labor , or an absurdist workplace sitcom .","mr. parker has [[grandly]] updated his [[parentage]] and grasped its essence , composing a sorrowful and [[farcical]] tone poem about alienated labor , or an absurdist workplace sitcom .",1,0,1
... too [[dull]] to [[enjoy]] .,... too [[pesky]] to [[savor]] .,0,1,0
"this is [[cool]] , slick stuff , [[ready]] to quench the thirst of an audience that misses the summer blockbusters .","this is [[copacetic]] , slick stuff , [[desirous]] to quench the thirst of an audience that misses the summer blockbusters .",1,0,1
characters wander into predictably treacherous situations even though they should [[know]] better .,characters wander into predictably treacherous situations even though they should [[do]] better .,0,1,0
... -lrb- like -rrb- [[channel]] surfing between the discovery [[channel]] and a late-night made-for-cable action [[movie]] .,... -lrb- like -rrb- [[channeling]] surfing between the discovery [[conduit]] and a late-night made-for-cable action [[theatrical]] .,0,1,0
i [[hated]] every minute of it .,i [[aversion]] every minute of it .,0,1,0
this is a very [[fine]] [[movie]] -- go see it .,this is a very [[okay]] [[theatres]] -- go see it .,1,0,1
"with a cast that includes some of the top actors [[working]] in independent [[film]] , [[lovely]] & [[amazing]] [[involves]] us [[because]] it is so [[incisive]] , [[so]] bleakly [[amusing]] about how we go about our lives .","with a cast that includes some of the top actors [[functioned]] in independent [[picture]] , [[pretty]] & [[astounding]] [[implicate]] us [[for]] it is so [[sobering]] , [[too]] bleakly [[farce]] about how we go about our lives .",1,0,1
"this is n't my favorite in the [[series]] , [[still]] i [[enjoyed]] it enough to [[recommend]] .","this is n't my favorite in the [[installments]] , [[alternately]] i [[likes]] it enough to [[advice]] .",1,0,1
a bigger holiday [[downer]] than your end-of-year 401 -lrb- k -rrb- statement .,a bigger holiday [[donner]] than your end-of-year 401 -lrb- k -rrb- statement .,0,1,0
a benign but [[forgettable]] sci-fi diversion .,a benign but [[prosaic]] sci-fi diversion .,0,1,0
[[provide]] -lrb- s -rrb- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious [[dialogue]] .,[[offerings]] -lrb- s -rrb- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious [[dialogues]] .,1,0,1
"but like most [[rabbits]] , it seems to lack [[substance]] .","but like most [[cottontail]] , it seems to lack [[articles]] .",0,1,0
once you get into its rhythm ... the movie becomes a [[heady]] [[experience]] .,once you get into its rhythm ... the movie becomes a [[disordered]] [[experimental]] .,1,0,1
"just because it really [[happened]] to you , honey , does n't mean that it 's interesting to anyone else .","just because it really [[went]] to you , honey , does n't mean that it 's interesting to anyone else .",0,1,0
it is intensely [[personal]] and yet -- unlike quills -- [[deftly]] [[shows]] us the temper of the times .,it is intensely [[customize]] and yet -- unlike quills -- [[clumsily]] [[demonstrates]] us the temper of the times .,1,0,1
[[hayek]] is [[stunning]] as [[frida]] and ... a star-making [[project]] .,[[marx]] is [[whopping]] as [[freda]] and ... a star-making [[scheme]] .,1,0,1
a [[quietly]] reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl 's life .,a [[smugly]] reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl 's life .,1,0,1
"benefits from a strong performance from zhao , but it 's dong jie 's face you [[remember]] at the end .","benefits from a strong performance from zhao , but it 's dong jie 's face you [[rappel]] at the end .",1,0,1
an [[amazing]] and incendiary [[movie]] that dives straight into the rough waters of [[contradiction]] .,an [[sensational]] and incendiary [[photograph]] that dives straight into the rough waters of [[absurdities]] .,1,0,1
star wars is back in a [[major]] way .,star wars is back in a [[grievous]] way .,1,0,1
"the acting is [[stiff]] , the story [[lacks]] all trace of wit , the sets look like they were borrowed from gilligan 's island -- and the cgi scooby might well be the [[worst]] special-effects creation of the year .","the acting is [[sharp]] , the story [[absenteeism]] all trace of wit , the sets look like they were borrowed from gilligan 's island -- and the cgi scooby might well be the [[nastiest]] special-effects creation of the year .",0,1,0
the pivotal narrative point is so ripe the film ca n't help but go soft and [[stinky]] .,the pivotal narrative point is so ripe the film ca n't help but go soft and [[smelling]] .,0,1,0
director nalin pan [[does]] n't do [[much]] to weigh any [[arguments]] one [[way]] or the other .,director nalin pan [[have]] n't do [[largely]] to weigh any [[dispute]] one [[course]] or the other .,0,1,0
"compelling revenge thriller , though [[somewhat]] weakened by a miscast leading lady .","compelling revenge thriller , though [[instead]] weakened by a miscast leading lady .",1,0,1
most of the [[action]] [[setups]] are [[incoherent]] .,most of the [[endeavours]] [[environments]] are [[counterintuitive]] .,0,1,0
"in a normal screen process , these bromides would be [[barely]] enough to sustain an interstitial program on the discovery channel .","in a normal screen process , these bromides would be [[practically]] enough to sustain an interstitial program on the discovery channel .",0,1,0
"if you 're not into the pokemon franchise , this [[fourth]] animated [[movie]] in four years wo n't [[convert]] you -- or even [[keep]] your [[eyes]] open .","if you 're not into the pokemon franchise , this [[third]] animated [[filmmaking]] in four years wo n't [[changeover]] you -- or even [[remains]] your [[sight]] open .",0,1,0
[[winds]] up feeling [[like]] lots of other quirky movies that try to score hipness points with young adults .,[[gusty]] up feeling [[love]] lots of other quirky movies that try to score hipness points with young adults .,0,1,0
"the only thing worse than your [[substandard]] , run-of-the-mill hollywood [[picture]] is an angst-ridden [[attempt]] to be profound .","the only thing worse than your [[perilous]] , run-of-the-mill hollywood [[panorama]] is an angst-ridden [[tends]] to be profound .",0,1,0
an instant candidate for [[worst]] movie of the year .,an instant candidate for [[finest]] movie of the year .,0,1,0
"a [[highly]] [[intriguing]] [[thriller]] , coupled with some [[ingenious]] plot devices and some lavishly built settings . .","a [[terribly]] [[outlandish]] [[cinematographic]] , coupled with some [[smart]] plot devices and some lavishly built settings . .",1,0,1
[[good]] actress .,[[decent]] actress .,1,0,1
"director kapur is a [[filmmaker]] with a real flair for epic landscapes and [[adventure]] , and this is a [[better]] film than his earlier english-language movie , the overpraised [[elizabeth]] .","director kapur is a [[playwright]] with a real flair for epic landscapes and [[misadventures]] , and this is a [[decent]] film than his earlier english-language movie , the overpraised [[catharine]] .",1,0,1
"i can only imagine one thing [[worse]] than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .","i can only imagine one thing [[biggest]] than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .",0,1,0
"an [[overblown]] [[clunker]] full of [[bad]] jokes , howling cliches and by-the-numbers action [[sequences]] .","an [[bombastic]] [[guzzler]] full of [[wicked]] jokes , howling cliches and by-the-numbers action [[list]] .",0,1,0
on the [[right]] track to something that 's creepy and effective ... it 's just [[going]] to [[take]] more than a [[man]] in a bullwinkle costume to get there .,on the [[exact]] track to something that 's creepy and effective ... it 's just [[left]] to [[having]] more than a [[buddy]] in a bullwinkle costume to get there .,0,1,0
"if myers [[decides]] to make another austin powers movie , maybe he [[should]] just [[stick]] with austin and dr evil .","if myers [[solve]] to make another austin powers movie , maybe he [[could]] just [[wand]] with austin and dr evil .",0,1,0
[[bad]] beyond belief and [[ridiculous]] beyond description .,[[wicked]] beyond belief and [[comical]] beyond description .,0,1,0
an atonal [[estrogen]] [[opera]] that demonizes feminism while gifting the most [[sympathetic]] male of the piece with a nice vomit bath at his [[wedding]] .,an atonal [[hormones]] [[amphitheatre]] that demonizes feminism while gifting the most [[enjoyable]] male of the piece with a nice vomit bath at his [[mari]] .,0,1,0
"however , it [[lacks]] grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts .","however , it [[shortages]] grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts .",0,1,0
"it [[sounds]] sick and [[twisted]] , but the miracle of shainberg 's film is that it truly is romance","it [[solid]] sick and [[misshapen]] , but the miracle of shainberg 's film is that it truly is romance",1,0,1
a [[classy]] [[item]] by a [[legend]] who may have nothing left to [[prove]] but [[still]] has the chops and drive to [[show]] how its [[done]] .,a [[classe]] [[point]] by a [[legends]] who may have nothing left to [[substantiate]] but [[otherwise]] has the chops and drive to [[spectacle]] how its [[doing]] .,1,0,1
a very [[funny]] look at how another culture handles the process of courting and marriage .,a very [[bizarre]] look at how another culture handles the process of courting and marriage .,1,0,1
like old myths and [[wonder]] tales spun afresh .,like old myths and [[dumbfounded]] tales spun afresh .,1,0,1
what could [[have]] been a [[neat]] [[little]] [[story]] about [[believing]] in yourself is [[swamped]] by heavy-handed [[melodrama]] .,what could [[has]] been a [[nice]] [[low]] [[storeys]] about [[ideology]] in yourself is [[glut]] by heavy-handed [[hilarity]] .,0,1,0
"nervy and [[sensitive]] , it [[taps]] into genuine artistic befuddlement , and at the same time presents a scathing indictment of what [[drives]] hollywood .","nervy and [[problematic]] , it [[faucets]] into genuine artistic befuddlement , and at the same time presents a scathing indictment of what [[drivers]] hollywood .",1,0,1
i [[loved]] looking at this movie .,i [[cared]] looking at this movie .,1,0,1
binoche and magimel are [[perfect]] in these roles .,binoche and magimel are [[innocent]] in these roles .,1,0,1
i [[regret]] to [[report]] that these ops are just not [[extreme]] enough .,i [[lamenting]] to [[liaise]] that these ops are just not [[phenomenal]] enough .,0,1,0
"the film 's [[sharp]] , often mischievous sense of humor [[will]] catch some off guard ...","the film 's [[gross]] , often mischievous sense of humor [[yearning]] catch some off guard ...",1,0,1
"i [[wish]] i could say `` thank god it 's friday '' , but the truth of the matter is i was glad when it was over .","i [[want]] i could say `` thank god it 's friday '' , but the truth of the matter is i was glad when it was over .",0,1,0
"[[doug]] liman , the director of bourne , directs the traffic [[well]] , gets a [[nice]] [[wintry]] look from his [[locations]] , absorbs [[us]] with the movie 's spycraft and uses damon 's [[ability]] to be focused and [[sincere]] .","[[gouged]] liman , the director of bourne , directs the traffic [[better]] , gets a [[alright]] [[sweltering]] look from his [[emplacements]] , absorbs [[ourselves]] with the movie 's spycraft and uses damon 's [[competency]] to be focused and [[fervent]] .",1,0,1
"occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded [[critic]] smacks into something [[truly]] [[new]] .","occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded [[reproach]] smacks into something [[plainly]] [[nouveau]] .",1,0,1
"`` men in black ii , '' has all the earmarks of a [[sequel]] .","`` men in black ii , '' has all the earmarks of a [[continue]] .",1,0,1
"yeah , these flicks are just that damn [[good]] .","yeah , these flicks are just that damn [[ok]] .",1,0,1
"this is a [[raw]] and disturbing tale that [[took]] five [[years]] to make , and the trio 's [[absorbing]] narrative is a heart-wrenching [[showcase]] indeed .","this is a [[uncooked]] and disturbing tale that [[went]] five [[yrs]] to make , and the trio 's [[procured]] narrative is a heart-wrenching [[exposes]] indeed .",1,0,1
a [[worthy]] [[entry]] into a very difficult [[genre]] .,a [[creditable]] [[entrees]] into a very difficult [[bloke]] .,1,0,1
"soul is what 's [[lacking]] in every character in this movie and , subsequently , the movie itself .","soul is what 's [[inadequate]] in every character in this movie and , subsequently , the movie itself .",0,1,0
majidi gets uniformly [[engaging]] performances from his largely amateur cast .,majidi gets uniformly [[implicate]] performances from his largely amateur cast .,1,0,1
the best way to [[hope]] for any chance of enjoying this [[film]] is by lowering your expectations .,the best way to [[hoped]] for any chance of enjoying this [[cinema]] is by lowering your expectations .,0,1,0
an impressive if flawed [[effort]] that [[indicates]] real [[talent]] .,an impressive if flawed [[attempts]] that [[describing]] real [[ability]] .,1,0,1
"still pretentious and filled with [[subtext]] , but entertaining enough at ` face [[value]] ' to [[recommend]] to anyone looking for something [[different]] .","still pretentious and filled with [[homoerotic]] , but entertaining enough at ` face [[values]] ' to [[suggest]] to anyone looking for something [[dissimilar]] .",1,0,1
woo 's fights have a distinct [[flair]] .,woo 's fights have a distinct [[donation]] .,1,0,1
[[gloriously]] [[goofy]] -lrb- and gory -rrb- midnight movie stuff .,[[appallingly]] [[unfunny]] -lrb- and gory -rrb- midnight movie stuff .,1,0,1
"why he was [[given]] [[free]] [[reign]] over this [[project]] -- he [[wrote]] , [[directed]] , [[starred]] and [[produced]] -- is beyond me .","why he was [[tabled]] [[emancipate]] [[norma]] over this [[proposition]] -- he [[writes]] , [[concentrates]] , [[comedic]] and [[submitted]] -- is beyond me .",0,1,0
the [[film]] [[makes]] a [[strong]] case for the importance of the musicians in creating the motown sound .,the [[theatres]] [[is]] a [[harsh]] case for the importance of the musicians in creating the motown sound .,1,0,1
"at its best , the good girl is a [[refreshingly]] adult [[take]] on adultery ...","at its best , the good girl is a [[blithely]] adult [[selected]] on adultery ...",1,0,1
nair [[does]] [[capture]] the complexity of a big family and its trials and tribulations ...,nair [[could]] [[entrapment]] the complexity of a big family and its trials and tribulations ...,1,0,1
"although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek 's polished direction pour [[delightfully]] piquant wine from aged bottles .","although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek 's polished direction pour [[blithely]] piquant wine from aged bottles .",1,0,1
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a [[way]] that even the most cynical [[curmudgeon]] with find himself or herself [[smiling]] at one time or another .","throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a [[modo]] that even the most cynical [[killjoy]] with find himself or herself [[grimace]] at one time or another .",1,0,1
at its [[best]] early on as it plays the [[culture]] clashes between the brothers .,at its [[decent]] early on as it plays the [[cultivation]] clashes between the brothers .,1,0,1
the story ... is [[moldy]] and [[obvious]] .,the story ... is [[musty]] and [[lucid]] .,0,1,0
"scotland , pa. is a strangely [[drab]] romp .","scotland , pa. is a strangely [[pesky]] romp .",0,1,0
better at putting you to sleep than a sound [[machine]] .,better at putting you to sleep than a sound [[computerised]] .,0,1,0
... one of the most [[ingenious]] and [[entertaining]] thrillers i 've seen in quite a long time .,... one of the most [[malignant]] and [[goofy]] thrillers i 've seen in quite a long time .,1,0,1
denzel washington 's [[efforts]] are [[sunk]] by all the sanctimony .,denzel washington 's [[work]] are [[poured]] by all the sanctimony .,0,1,0
she must have a very [[strong]] back .,she must have a very [[severe]] back .,1,0,1
"[[despite]] a powerful [[portrayal]] by binoche , it 's a period [[romance]] that [[suffers]] from an overly deliberate pace and uneven narrative momentum .","[[whereas]] a powerful [[depictions]] by binoche , it 's a period [[romances]] that [[tribulations]] from an overly deliberate pace and uneven narrative momentum .",0,1,0
the story [[drifts]] so inexorably into [[cliches]] about tortured -lrb- and torturing -rrb- artists and consuming but impossible love that you ca n't help but become more [[disappointed]] as [[each]] overwrought new sequence plods on .,the story [[mounds]] so inexorably into [[hernan]] about tortured -lrb- and torturing -rrb- artists and consuming but impossible love that you ca n't help but become more [[befuddled]] as [[all]] overwrought new sequence plods on .,0,1,0
an utterly [[compelling]] ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,an utterly [[compel]] ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,1,0,1
"this is the kind of movie that used to be right at home at the saturday matinee , and it [[still]] is .","this is the kind of movie that used to be right at home at the saturday matinee , and it [[instead]] is .",1,0,1
we [[get]] some [[truly]] [[unique]] [[character]] [[studies]] and a cross-section of [[americana]] that hollywood could n't possibly fictionalize and be believed .,we [[recieve]] some [[admittedly]] [[single]] [[peculiarities]] [[reviews]] and a cross-section of [[americas]] that hollywood could n't possibly fictionalize and be believed .,1,0,1
"-lrb- drumline -rrb- is [[entertaining]] for what it does , and [[admirable]] for what it does n't do .","-lrb- drumline -rrb- is [[entertained]] for what it does , and [[grandiose]] for what it does n't do .",1,0,1
not sweet enough to liven up its [[predictable]] story and [[will]] [[leave]] even [[fans]] of hip-hop [[sorely]] [[disappointed]] .,not sweet enough to liven up its [[unpredictability]] story and [[alacrity]] [[enables]] even [[backers]] of hip-hop [[pointedly]] [[indignant]] .,0,1,0
"the two [[leads]] are almost good enough to camouflage the [[dopey]] [[plot]] , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually [[has]] a [[lulling]] effect .","the two [[arouses]] are almost good enough to camouflage the [[punchy]] [[plotted]] , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually [[hectare]] a [[lulled]] effect .",0,1,0
"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is [[so]] much in the right place it is [[difficult]] to get really peeved at it .","despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is [[however]] much in the right place it is [[tricky]] to get really peeved at it .",1,0,1
"[[succumbs]] to the same kind of [[maudlin]] , sentimental mysticism that mars the touched by an angel [[school]] of non-god spiritual-uplift [[movies]] .","[[perishes]] to the same kind of [[moralizing]] , sentimental mysticism that mars the touched by an angel [[learner]] of non-god spiritual-uplift [[photographing]] .",0,1,0
watching beanie and his gang put [[together]] his slasher video from spare parts and borrowed materials is as much [[fun]] as it must have been for them to make it .,watching beanie and his gang put [[jointly]] his slasher video from spare parts and borrowed materials is as much [[kidding]] as it must have been for them to make it .,1,0,1
