original_text,perturbed_text,original_output,perturbed_output,true_label
a [[beautiful]] [[food]] [[entrée]] ,a [[leggy]] [[malnutrition]] [[breaded]] ,1,0,1
us a [[slice]] of [[life]] that 's very different from our [[own]] and yet instantly recognizable ,us a [[severing]] of [[sustenance]] that 's very different from our [[certain]] and yet instantly recognizable ,1,0,1
his story ends or just ca n't tear himself away from the [[characters]] ,his story ends or just ca n't tear himself away from the [[habits]] ,1,0,1
scenes of cinematic [[perfection]] ,scenes of cinematic [[blameless]] ,1,0,1
[[does]] not [[live]] up to its style ,[[wanting]] not [[outlive]] up to its style ,0,1,0
[[love]] [[liza]] 's tale ,[[cared]] [[priscilla]] 's tale ,1,0,1
"first , for a movie that tries to be smart , it 's kinda [[dumb]] . ","first , for a movie that tries to be smart , it 's kinda [[punchy]] . ",0,1,0
go see this [[delightful]] [[comedy]] . ,go see this [[leggy]] [[travesty]] . ,1,0,1
"the [[type]] of [[film]] about [[growing]] up that we [[do]] n't [[see]] [[often]] enough these [[days]] : realistic , [[urgent]] ","the [[genres]] of [[filmmakers]] about [[cultivating]] up that we [[played]] n't [[watching]] [[invariably]] enough these [[dated]] : realistic , [[accelerated]] ",1,0,1
propelled by the [[acting]] ,propelled by the [[caretaker]] ,1,0,1
[[worst]] sense ,[[hugest]] sense ,0,1,0
"human nature is a goofball movie , in the way that malkovich was , but it [[tries]] too [[hard]] ","human nature is a goofball movie , in the way that malkovich was , but it [[strives]] too [[challenge]] ",0,1,0
[[presents]] [[us]] with an action [[movie]] that actually has a [[brain]] . ,[[submitted]] [[ourselves]] with an action [[scorsese]] that actually has a [[leak]] . ,1,0,1
kirshner and monroe [[seem]] to be in a contest to see who can out-bad-act the other . ,kirshner and monroe [[transpires]] to be in a contest to see who can out-bad-act the other . ,0,1,0
"'' feels capable of charming the masses with star power , a pop-induced score and sentimental [[moments]] that have become a spielberg [[trademark]] . ","'' feels capable of charming the masses with star power , a pop-induced score and sentimental [[epoch]] that have become a spielberg [[dialed]] . ",1,0,1
the [[barbarism]] of ` ethnic [[cleansing]] ,the [[berber]] of ` ethnic [[cleanest]] ,0,1,0
an [[incredibly]] [[layered]] and stylistic [[film]] ,an [[horribly]] [[superimposed]] and stylistic [[scorsese]] ,1,0,1
a [[classic]] story ,a [[symptomatic]] story ,1,0,1
[[daring]] ,[[foolhardy]] ,1,0,1
convey a [[strong]] sense of the girls ' environment . ,convey a [[grievous]] sense of the girls ' environment . ,1,0,1
any [[insight]] ,any [[prospect]] ,1,0,1
a well-intentioned [[effort]] that 's still too [[burdened]] by the [[actor]] 's offbeat sensibilities for the earnest [[emotional]] core to emerge with any degree of accessibility . ,a well-intentioned [[intention]] that 's still too [[loads]] by the [[soloist]] 's offbeat sensibilities for the earnest [[psychological]] core to emerge with any degree of accessibility . ,0,1,0
"[[passionate]] , tumultuous affair ","[[greedy]] , tumultuous affair ",1,0,1
"a [[journey]] spanning nearly three decades of bittersweet camaraderie and history , in which we [[feel]] that we [[truly]] [[know]] what [[makes]] holly and marina tick ","a [[journeys]] spanning nearly three decades of bittersweet camaraderie and history , in which we [[thought]] that we [[loyally]] [[understood]] what [[facto]] holly and marina tick ",1,0,1
"'ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot [[exercise]] in gimmicky crime [[drama]] . ","'ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot [[enjoyment]] in gimmicky crime [[shakespearean]] . ",0,1,0
is a greater [[attention]] to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,is a greater [[preoccupation]] to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,1,0,1
well to cram [[earplugs]] ,well to cram [[tapas]] ,0,1,0
who is [[simply]] [[tired]] ,who is [[softly]] [[sleepy]] ,0,1,0
both [[convincing]] and [[radiant]] ,both [[persuasion]] and [[irradiated]] ,1,0,1
[[smart]] and dark - ,[[malignant]] and dark - ,1,0,1
[[emaciated]] flick ,[[famished]] flick ,0,1,0
point at things that [[explode]] into flame ,point at things that [[erupts]] into flame ,0,1,0
"jim brown [[treats]] his women -- as [[dumb]] , credulous , unassuming , subordinate subjects ","jim brown [[examines]] his women -- as [[ironic]] , credulous , unassuming , subordinate subjects ",0,1,0
[[heralds]] something [[special]] ,[[advertise]] something [[strange]] ,1,0,1
[[jolts]] the [[laughs]] from the audience ,[[tremor]] the [[smirking]] from the audience ,1,0,1
has n't [[escaped]] the [[rut]] dug by the last one ,has n't [[ran]] the [[stillness]] dug by the last one ,0,1,0
a [[perfect]] [[performance]] ,a [[innocent]] [[execution]] ,1,0,1
"this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never [[feels]] [[derivative]] ","this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never [[finds]] [[derived]] ",1,0,1
sometimes [[confusing]] ,sometimes [[arcane]] ,0,1,0
[[buy]] the [[soundtrack]] ,[[pandering]] the [[vocals]] ,1,0,1
an [[unsuccessful]] [[attempt]] at a [[movie]] ,an [[foils]] [[pursuit]] at a [[photographer]] ,0,1,0
"'s [[sharply]] comic and surprisingly [[touching]] , ","'s [[harshly]] comic and surprisingly [[touche]] , ",1,0,1
a soap-opera quality twist in the last 20 [[minutes]] ... almost [[puts]] the kibosh on what is otherwise a sumptuous [[work]] of b-movie imagination . ,a soap-opera quality twist in the last 20 [[mn]] ... almost [[introduces]] the kibosh on what is otherwise a sumptuous [[job]] of b-movie imagination . ,0,1,0
a 95-minute commercial for nba [[properties]] ,a 95-minute commercial for nba [[heritage]] ,0,1,0
though many of these [[guys]] are less than adorable ,though many of these [[boyfriend]] are less than adorable ,0,1,0
peels layers from this [[character]] that may well not have existed on paper . ,peels layers from this [[properties]] that may well not have existed on paper . ,1,0,1
[[inferior]] ,[[cheaper]] ,0,1,0
is [[deadly]] [[dull]] ,is [[manslaughter]] [[beard]] ,0,1,0
striking deep [[chords]] of sadness ,striking deep [[rope]] of sadness ,1,0,1
[[laughs]] [[aplenty]] ,[[mocking]] [[ensue]] ,1,0,1
"schaeffer is n't in this film , which may be why it [[works]] as [[well]] as it does . ","schaeffer is n't in this film , which may be why it [[effort]] as [[even]] as it does . ",1,0,1
"loud , [[ugly]] , [[irritating]] [[movie]] ","loud , [[grisly]] , [[disquieting]] [[photographer]] ",0,1,0
the scorpion king more than [[ably]] ,the scorpion king more than [[rationally]] ,1,0,1
is [[impressive]] for the [[sights]] and sounds of the [[wondrous]] beats the world [[has]] to [[offer]] ,is [[admirable]] for the [[purposes]] and sounds of the [[grandiose]] beats the world [[maintains]] to [[submit]] ,1,0,1
[[make]] a [[pretty]] [[good]] [[team]] ,[[translating]] a [[rather]] [[optimum]] [[chore]] ,1,0,1
"lags [[badly]] in the middle and lurches between not-very-funny [[comedy]] , [[unconvincing]] dramatics and some last-minute [[action]] strongly [[reminiscent]] of [[run]] lola run ","lags [[naughty]] in the middle and lurches between not-very-funny [[droll]] , [[dubious]] dramatics and some last-minute [[deeds]] strongly [[reliving]] of [[runs]] lola run ",0,1,0
"does a [[great]] [[combination]] act as narrator , jewish grandmother and [[subject]] -- taking [[us]] through a film that is part biography , part [[entertainment]] and part history . ","does a [[gargantuan]] [[cooperatives]] act as narrator , jewish grandmother and [[thematic]] -- taking [[we]] through a film that is part biography , part [[distraction]] and part history . ",1,0,1
[[impossible]] task ,[[imaginable]] task ,0,1,0
"[[bill]] plympton , the animation [[master]] ","[[legislation]] plympton , the animation [[massa]] ",1,0,1
that in a [[good]] way ,that in a [[presentable]] way ,1,0,1
a [[watch]] that makes time go faster rather than ,a [[surveillance]] that makes time go faster rather than ,1,0,1
very [[best]] pictures ,very [[strictest]] pictures ,1,0,1
[[lack]] their idol 's energy and passion for detail ,[[impropriety]] their idol 's energy and passion for detail ,0,1,0
and church [[meetings]] ,and church [[lecturing]] ,1,0,1
[[compassionate]] ,[[pity]] ,1,0,1
"than in creating an emotionally complex , [[dramatically]] [[satisfying]] [[heroine]] ","than in creating an emotionally complex , [[terribly]] [[pleasing]] [[idol]] ",1,0,1
"hugely [[entertaining]] from start to finish , [[featuring]] a fall from grace that still leaves shockwaves ","hugely [[distracting]] from start to finish , [[feature]] a fall from grace that still leaves shockwaves ",1,0,1
an ebullient [[affection]] ,an ebullient [[malady]] ,1,0,1
will [[find]] in these [[characters]] ' foibles a [[timeless]] and [[unique]] perspective ,will [[search]] in these [[personages]] ' foibles a [[perpetuity]] and [[sole]] perspective ,1,0,1
somehow [[snagged]] an oscar nomination ,somehow [[reeled]] an oscar nomination ,0,1,0
[[manages]] to show the [[gentle]] and humane side of middle eastern world politics ,[[administration]] to show the [[gooey]] and humane side of middle eastern world politics ,1,0,1
a [[summer]] of [[good]] [[stuff]] ,a [[xia]] of [[ok]] [[artifice]] ,1,0,1
the satire is just too easy to be genuinely [[satisfying]] . ,the satire is just too easy to be genuinely [[rewarding]] . ,0,1,0
[[nicely]] [[done]] ,[[sheepishly]] [[fact]] ,1,0,1
[[sustains]] ,[[complains]] ,1,0,1
the movie is [[powerful]] and provocative . ,the movie is [[pompous]] and provocative . ,1,0,1
"time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the [[longest]] 90 minutes of your movie-going life ","time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the [[longer]] 90 minutes of your movie-going life ",0,1,0
"[[fare]] , with enough [[creative]] [[energy]] and [[wit]] to [[entertain]] all [[ages]] ","[[tickets]] , with enough [[fanciful]] [[power]] and [[mind]] to [[distract]] all [[seniority]] ",1,0,1
[[sharp]] edges and a deep vein of sadness ,[[inhospitable]] edges and a deep vein of sadness ,1,0,1
those who do n't entirely ` get ' [[godard]] 's distinctive discourse will still come [[away]] with a sense of his [[reserved]] but existential poignancy . ,those who do n't entirely ` get ' [[pasolini]] 's distinctive discourse will still come [[apart]] with a sense of his [[reservation]] but existential poignancy . ,1,0,1
"not only are the [[film]] 's sopranos gags incredibly dated and [[unfunny]] , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were . ","not only are the [[theater]] 's sopranos gags incredibly dated and [[hilarious]] , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were . ",0,1,0
narrative [[discipline]] ,narrative [[penalized]] ,1,0,1
'n safe as to [[often]] play like a milquetoast movie of the week blown up for the big screen ,'n safe as to [[ordinarily]] play like a milquetoast movie of the week blown up for the big screen ,0,1,0
[[samuel]] l. jackson ,[[isaac]] l. jackson ,1,0,1
"the old saying goes , because it 's [[true]] ","the old saying goes , because it 's [[concrete]] ",1,0,1
is this [[films]] [[reason]] for being . ,is this [[theatrical]] [[excuses]] for being . ,1,0,1
take any 12-year-old boy to [[see]] this picture ,take any 12-year-old boy to [[expect]] this picture ,1,0,1
aims for poetry and [[ends]] up sounding like satire ,aims for poetry and [[ceasing]] up sounding like satire ,0,1,0
[[embracing]] than monty ,[[implicate]] than monty ,1,0,1
is it [[hokey]] ,is it [[folksy]] ,0,1,0
that 's [[hardly]] any fun to watch ,that 's [[just]] any fun to watch ,0,1,0
as [[assaults]] on [[america]] 's knee-jerk [[moral]] sanctimony ,as [[hitting]] on [[latin]] 's knee-jerk [[literary]] sanctimony ,0,1,0
"is [[moody]] , [[oozing]] , chilling and heart-warming all at once ","is [[deranged]] , [[reeking]] , chilling and heart-warming all at once ",1,0,1
get caught up in the [[thrill]] of the company 's astonishing [[growth]] ,get caught up in the [[restlessness]] of the company 's astonishing [[heighten]] ,1,0,1
"is in the right [[place]] , his [[plea]] for [[democracy]] and [[civic]] action laudable ","is in the right [[loco]] , his [[average]] for [[republic]] and [[civilised]] action laudable ",1,0,1
"is an accuracy of observation in the work of the director , frank novak , that [[keeps]] the film [[grounded]] in an [[undeniable]] social [[realism]] ","is an accuracy of observation in the work of the director , frank novak , that [[held]] the film [[entrenched]] in an [[inescapable]] social [[realistically]] ",1,0,1
above most of its [[ilk]] ,above most of its [[liars]] ,1,0,1
from kevin kline who unfortunately works with a two [[star]] script ,from kevin kline who unfortunately works with a two [[starr]] script ,0,1,0
"change watching such a character , especially when rendered in as [[flat]] and ","change watching such a character , especially when rendered in as [[stable]] and ",0,1,0
i do n't [[think]] so . ,i do n't [[insights]] so . ,0,1,0
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is [[lacking]] ","devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is [[lacks]] ",0,1,0
"with spy kids 2 : the [[island]] of lost dreams , however , robert rodriguez adorns his family-film plot with an [[elegance]] and [[maturity]] that even most [[contemporary]] adult movies are lacking . ","with spy kids 2 : the [[jazeera]] of lost dreams , however , robert rodriguez adorns his family-film plot with an [[overdressed]] and [[lapses]] that even most [[newer]] adult movies are lacking . ",1,0,1
"great to see this [[turd]] squashed under a truck , preferably a semi ","great to see this [[dirt]] squashed under a truck , preferably a semi ",0,1,0
"[[bile]] , and irony ","[[gut]] , and irony ",0,1,0
"a [[faulty]] [[premise]] , ","a [[error]] [[proposition]] , ",0,1,0
"the [[plot]] grows [[thin]] soon , ","the [[parcel]] grows [[slender]] soon , ",0,1,0
"is [[always]] a [[joy]] to [[watch]] , even when her [[material]] is not first-rate ","is [[increasingly]] a [[farah]] to [[supervision]] , even when her [[substance]] is not first-rate ",1,0,1
"by no means a great movie , but it is a [[refreshingly]] forthright one . ","by no means a great movie , but it is a [[blithely]] forthright one . ",1,0,1
crossing-over [[mumbo]] jumbo ,crossing-over [[flan]] jumbo ,0,1,0
who [[seem]] bound and determined to duplicate bela lugosi 's now-cliched vampire [[accent]] ,who [[emerges]] bound and determined to duplicate bela lugosi 's now-cliched vampire [[focussed]] ,0,1,0
heavy with [[flabby]] rolls of typical toback machinations . ,heavy with [[doughy]] rolls of typical toback machinations . ,0,1,0
"was amused and [[entertained]] by the [[unfolding]] of bielinsky 's cleverly constructed [[scenario]] , and [[greatly]] impressed by the [[skill]] of the actors involved in the enterprise . ","was amused and [[inconvenienced]] by the [[unraveling]] of bielinsky 's cleverly constructed [[storyline]] , and [[harshly]] impressed by the [[skills]] of the actors involved in the enterprise . ",1,0,1
to show us a [[good]] time ,to show us a [[decent]] time ,1,0,1
even [[witty]] ,even [[mentally]] ,1,0,1
"pitiful , [[slapdash]] [[disaster]] . ","pitiful , [[artless]] [[shredding]] . ",0,1,0
[[crippled]] ,[[handicap]] ,0,1,0
a [[fierce]] [[dance]] ,a [[vicious]] [[nutcracker]] ,1,0,1
this piece of [[crap]] ,this piece of [[merde]] ,0,1,0
... the lady and the duke surprisingly manages never to grow [[boring]] ... which proves that rohmer still has a [[sense]] of his [[audience]] . ,... the lady and the duke surprisingly manages never to grow [[bummer]] ... which proves that rohmer still has a [[sentiment]] of his [[patrons]] . ,1,0,1
"its [[story]] about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american [[dream]] ","its [[myth]] about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american [[reve]] ",1,0,1
particularly [[impressive]] ,particularly [[unbelievable]] ,1,0,1
in the process comes out looking like something wholly [[original]] ,in the process comes out looking like something wholly [[primitive]] ,1,0,1
[[submerging]] ,[[drowned]] ,1,0,1
[[miserable]] and [[smug]] ,[[unlucky]] and [[holier]] ,0,1,0
"it all [[unfolds]] predictably , and the adventures that [[happen]] along the way [[seem]] [[repetitive]] and designed to fill time , providing no real sense of suspense . ","it all [[engrossing]] predictably , and the adventures that [[arrived]] along the way [[appearing]] [[successive]] and designed to fill time , providing no real sense of suspense . ",0,1,0
"[[fascinating]] , dark [[thriller]] ","[[hallucinatory]] , dark [[hitchcock]] ",1,0,1
down the reality [[drain]] ,down the reality [[flowing]] ,0,1,0
"more of the same from taiwanese auteur tsai ming-liang , which is [[good]] news to anyone who 's fallen under the [[sweet]] , [[melancholy]] spell of this unique [[director]] 's previous [[films]] . ","more of the same from taiwanese auteur tsai ming-liang , which is [[optimal]] news to anyone who 's fallen under the [[fluffy]] , [[maudlin]] spell of this unique [[leader]] 's previous [[moviemaking]] . ",1,0,1
a historic [[scandal]] ,a historic [[bombshell]] ,0,1,0
"the only way to tolerate this [[insipid]] , [[brutally]] [[clueless]] [[film]] might be with a large dose of [[painkillers]] . ","the only way to tolerate this [[inoffensive]] , [[ferociously]] [[unknowing]] [[cine]] might be with a large dose of [[overdoses]] . ",0,1,0
[[cool]] stuff [[packed]] into espn 's ultimate x. ,[[frigid]] stuff [[bags]] into espn 's ultimate x. ,1,0,1
"idea ( of middle-aged romance ) is not handled [[well]] and , except for the fine star [[performances]] ","idea ( of middle-aged romance ) is not handled [[so]] and , except for the fine star [[spectacle]] ",0,1,0
"a [[pretty]] decent kid-pleasing , ","a [[kinda]] decent kid-pleasing , ",1,0,1
of classic romantic comedy to which it [[aspires]] ,of classic romantic comedy to which it [[attempt]] ,1,0,1
"is the [[refreshingly]] unhibited [[enthusiasm]] that the people , in [[spite]] of clearly evident poverty and hardship , bring to their music ","is the [[blithely]] unhibited [[craze]] that the people , in [[notwithstanding]] of clearly evident poverty and hardship , bring to their music ",1,0,1
give a pretty good overall picture of the [[situation]] in laramie following the murder of matthew shepard ,give a pretty good overall picture of the [[situations]] in laramie following the murder of matthew shepard ,1,0,1
", bigelow [[demonstrates]] a [[breadth]] of [[vision]] and an [[attention]] to [[detail]] that [[propels]] her into the upper echelons of the directing [[world]] . ",", bigelow [[denotes]] a [[amplitude]] of [[eyesight]] and an [[concentrated]] to [[explain]] that [[overwhelms]] her into the upper echelons of the directing [[universes]] . ",1,0,1
the fine line between cheese and [[earnestness]] remarkably [[well]] ,the fine line between cheese and [[veracity]] remarkably [[so]] ,1,0,1
serious movie-goers embarking upon this [[journey]] ,serious movie-goers embarking upon this [[displacement]] ,1,0,1
a documentary [[fails]] to [[live]] up to -- or offer any new insight into -- its chosen topic ,a documentary [[breakage]] to [[vivre]] up to -- or offer any new insight into -- its chosen topic ,0,1,0
insistent and [[repetitive]] ,insistent and [[reproduces]] ,0,1,0
[[nausea]] ,[[ill]] ,0,1,0
no [[art]] ,no [[artsy]] ,0,1,0
seems to [[exist]] only for its climactic setpiece ,seems to [[linger]] only for its climactic setpiece ,0,1,0
more silly than [[scary]] ,more silly than [[afraid]] ,0,1,0
of [[survival]] wrapped in the heart-pounding [[suspense]] of a [[stylish]] [[psychological]] thriller ,of [[survivors]] wrapped in the heart-pounding [[waits]] of a [[trendy]] [[psychotic]] thriller ,1,0,1
's [[funny]] . ,'s [[nosy]] . ,1,0,1
its execution and [[skill]] ,its execution and [[purview]] ,1,0,1
"'s coherent , [[well]] shot , and tartly ","'s coherent , [[too]] shot , and tartly ",1,0,1
you wish you were at home watching that [[movie]] [[instead]] of in the theater watching this one ,you wish you were at home watching that [[cinematographers]] [[also]] of in the theater watching this one ,0,1,0
[[underdeveloped]] ,[[unexplored]] ,0,1,0
the jokes are [[flat]] ,the jokes are [[unchanged]] ,0,1,0
's no [[point]] in extracting the bare bones of byatt 's [[plot]] for purposes of [[bland]] hollywood [[romance]] ,'s no [[kok]] in extracting the bare bones of byatt 's [[intrigue]] for purposes of [[clichéd]] hollywood [[romances]] ,0,1,0
a [[heartening]] [[tale]] of small victories ,a [[stimulation]] [[myth]] of small victories ,1,0,1
